Institute ID,Name,Rank_2017,Rank_2018,Rank_2019,Rank_2020,Rank_2021,Rank_2022,Rank_2023,Rank_2024,Rank_2025,Score_2017,Score_2018,Score_2019,Score_2020,Score_2021,Score_2022,Score_2023,Score_2024,Score_2025,TLR (100)_2017,TLR (100)_2018,TLR (100)_2019,TLR (100)_2020,TLR (100)_2021,TLR (100)_2022,TLR (100)_2023,TLR (100)_2024,TLR (100)_2025,RPC (100)_2017,RPC (100)_2018,RPC (100)_2019,RPC (100)_2020,RPC (100)_2021,RPC (100)_2022,RPC (100)_2023,RPC (100)_2024,RPC (100)_2025,GO (100)_2017,GO (100)_2018,GO (100)_2019,GO (100)_2020,GO (100)_2021,GO (100)_2022,GO (100)_2023,GO (100)_2024,GO (100)_2025,OI (100)_2017,OI (100)_2018,OI (100)_2019,OI (100)_2020,OI (100)_2021,OI (100)_2022,OI (100)_2023,OI (100)_2024,OI (100)_2025,PERCEPTION (100)_2017,PERCEPTION (100)_2018,PERCEPTION (100)_2019,PERCEPTION (100)_2020,PERCEPTION (100)_2021,PERCEPTION (100)_2022,PERCEPTION (100)_2023,PERCEPTION (100)_2024,PERCEPTION (100)_2025,SS_2018,SS_2019,SS_2021,SS_2022,SS_2023,SS_2024,SS_2025,FSR_2018,FSR_2019,FSR_2021,FSR_2022,FSR_2023,FSR_2024,FSR_2025,FQE_2018,FQE_2019,FQE_2021,FQE_2022,FQE_2023,FQE_2024,FQE_2025,FRU_2018,FRU_2019,FRU_2021,FRU_2022,FRU_2023,FRU_2024,FRU_2025,PU_2018,PU_2019,PU_2021,PU_2022,PU_2023,PU_2024,PU_2025,QP_2018,QP_2019,QP_2021,QP_2022,QP_2023,QP_2024,QP_2025,IPR_2018,IPR_2019,IPR_2021,IPR_2022,IPR_2023,IPR_2024,IPR_2025,FPPP_2018,FPPP_2019,FPPP_2021,FPPP_2022,FPPP_2023,FPPP_2024,FPPP_2025,GPHE_2018,GPHE_2019,GPHE_2021,GPHE_2022,GPHE_2023,GPHE_2024,GPHE_2025,GUE_2018,GUE_2019,GUE_2021,GUE_2022,GUE_2023,GUE_2024,GUE_2025,MS_2018,MS_2019,MS_2021,MS_2022,MS_2023,MS_2024,MS_2025,GPHD_2018,GPHD_2019,GPHD_2021,GPHD_2022,GPHD_2023,GPHD_2024,GPHD_2025,RD_2018,RD_2019,RD_2021,RD_2022,RD_2023,RD_2024,RD_2025,WD_2018,WD_2019,WD_2021,WD_2022,WD_2023,WD_2024,WD_2025,ESCS_2018,ESCS_2019,ESCS_2021,ESCS_2022,ESCS_2023,ESCS_2024,ESCS_2025,PCS_2018,PCS_2019,PCS_2021,PCS_2022,PCS_2023,PCS_2024,PCS_2025,PR_2018,PR_2019,PR_2021,PR_2022,PR_2023,PR_2024,PR_2025
IR-E-C-16572,Sri Venkateswara College of Engineering,,,143.0,176.0,,,,,,,,32.71,32.12,,,,,,,,58.29,56.18,,,,,,,,4.32,4.91,,,,,,,,49.22,48.74,,,,,,,,37.96,38.31,,,,,,,,2.81,2.16,,,,,,,11.19,,,,,,,28.49,,,,,,,12.57,,,,,,,6.05,,,,,,,1.57,,,,,,,2.63,,,,,,,0.0,,,,,,,0.12,,,,,,,23.31,,,,,,,13.58,,,,,,,11.84,,,,,,,0.49,,,,,,,0.75,,,,,,,22.27,,,,,,,0.94,,,,,,,14.0,,,,,,,2.81,,,,,
IR-E-C-16576,Chennai Institute of Technology,,,,,,175.0,,,,,,,,,35.27,,,,,,,,,55.23,,,,,,,,,9.2,,,,,,,,,47.13,,,,,,,,,56.71,,,,,,,,,8.36,,,,,,,8.65,,,,,,,28.28,,,,,,,13.26,,,,,,,5.05,,,,,,,2.29,,,,,,,4.63,,,,,,,2.0,,,,,,,0.28,,,,,,,23.13,,,,,,,15.0,,,,,,,8.99,,,,,,,0.0,,,,,,,5.41,,,,,,,22.85,,,,,,,8.45,,,,,,,20.0,,,,,,,8.36,,,
IR-E-C-16590,Saveetha Engineering College,91.0,,124.0,,,,,,,36.88,,34.14,,,,,,,49.94,,55.68,,,,,,,4.73,,2.99,,,,,,,64.45,,55.82,,,,,,,70.27,,53.45,,,,,,,5.64,,0.41,,,,,,,,11.86,,,,,,,27.88,,,,,,,9.95,,,,,,,5.99,,,,,,,1.18,,,,,,,1.72,,,,,,,0.0,,,,,,,0.09,,,,,,,27.98,,,,,,,14.97,,,,,,,12.57,,,,,,,0.3,,,,,,,4.95,,,,,,,23.92,,,,,,,4.58,,,,,,,20.0,,,,,,,0.41,,,,,
IR-E-C-16604,Sri Sivasubramaniya Nadar College of Engineering,27.0,36,37.0,44.0,45.0,48.0,45.0,46.0,47.0,50.77,48.1,48.94,49.26,50.2,50.5,52.88,55.01,56.08,74.22,69.98,69.13,66.01,66.95,63.78,67.69,69.93,71.29,24.88,27.18,28.51,31.1,34.56,37.31,41.08,41.32,43.96,65.82,58.89,63.63,63.81,61.71,63.41,66.94,69.34,70.01,61.56,52.41,52.66,53.47,53.48,52.63,53.21,57.1,57.78,17.17,19.35,16.55,20.25,20.65,22.25,15.43,20.46,17.21,13.5,15.0,15.0,12.5,12.5,13.5,12.5,27.95,27.21,25.68,25.52,28.32,26.94,28.43,15.45,15.49,14.74,14.63,16.13,15.12,15.86,13.08,11.43,11.53,11.13,10.73,14.37,14.5,14.57,15.1,16.93,17.39,18.75,20.29,20.36,11.31,12.37,15.9,16.42,18.42,19.28,19.69,0.5,0.0,1.0,23.5,3.0,1.0,2.5,0.8,1.03,0.73,1.01,0.91,0.75,1.41,29.09,33.32,31.62,32.25,33.47,35.06,35.64,15.0,15.0,13.82,14.56,15.0,15.0,15.0,12.22,11.8,11.84,11.84,12.25,12.57,13.39,2.58,3.51,4.42,4.76,6.22,6.71,5.98,1.73,2.77,3.42,3.15,3.89,4.12,4.03,27.15,26.72,26.19,25.52,25.52,25.67,25.71,3.53,3.17,3.86,3.96,3.81,7.31,8.04,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.35,16.55,20.65,22.25,15.43,20.46,17.21
IR-E-C-16614,R.M.K. Engineering College,84.0,,157.0,155.0,170.0,154.0,,,,37.45,,32.07,33.24,34.04,36.46,,,,60.64,,50.02,54.27,54.45,57.45,,,,4.51,,3.22,2.25,3.25,7.99,,,,55.86,,53.98,54.24,55.6,56.48,,,,61.68,,51.25,53.21,52.39,52.18,,,,5.67,,1.63,1.1,3.56,3.14,,,,,10.5,10.08,9.8,,,,,21.34,24.51,27.22,,,,,9.94,11.3,12.28,,,,,8.24,8.56,8.16,,,,,1.42,0.96,1.67,,,,,1.75,2.04,2.95,,,,,0.0,0.0,3.0,,,,,5.0,0.25,0.38,,,,,27.64,29.45,30.33,,,,,15.0,15.0,15.0,,,,,11.14,11.07,11.15,,,,,0.2,0.08,0.0,,,,,5.41,5.67,6.0,,,,,25.39,24.03,23.99,,,,,0.9045,2.69,2.19,,,,,20.0,20.0,20.0,,,,,1.63,3.56,3.14,,,
IR-E-C-16626,Rajalakshmi Engineering College,,,139.0,106.0,110.0,95.0,86.0,,,,,33.24,37.01,37.71,40.47,43.46,,,,,52.81,62.19,64.13,65.03,65.55,,,,,4.21,4.51,4.96,9.2,14.62,,,,,54.51,57.76,56.15,59.85,62.3,,,,,51.21,51.77,53.93,59.19,63.29,,,,,1.22,2.69,3.56,3.14,6.26,,,,13.1,14.05,14.11,14.3,,,,23.58,28.83,28.97,29.03,,,,10.28,13.52,14.49,14.52,,,,5.85,7.74,7.47,7.69,,,,0.89,1.45,2.26,2.99,,,,1.87,2.93,4.25,5.85,,,,1.0,0.0,2.0,5.0,,,,0.45,0.58,0.69,0.78,,,,28.91,28.39,32.2,34.53,,,,14.58,15.0,15.0,15.0,,,,10.72,10.63,9.77,10.09,,,,0.3,2.13,2.88,2.68,,,,3.66,4.56,5.21,6.4,,,,26.79,25.29,27.08,27.81,,,,0.76,4.08,6.9,9.08,,,,20.0,20.0,20.0,20.0,,,,1.22,3.56,3.14,6.26,,
IR-E-C-17913,Gayatri Vidya Parishad College of Engineering,,,198.0,188.0,,,,,,,,30.35,31.38,,,,,,,,52.14,54.28,,,,,,,,1.26,1.69,,,,,,,,46.87,45.48,,,,,,,,47.57,48.12,,,,,,,,2.02,6.65,,,,,,,11.86,,,,,,,23.45,,,,,,,11.01,,,,,,,5.83,,,,,,,0.24,,,,,,,0.55,,,,,,,0.0,,,,,,,0.47,,,,,,,21.6,,,,,,,14.22,,,,,,,11.05,,,,,,,0.0,,,,,,,0.84,,,,,,,24.04,,,,,,,2.68,,,,,,,20.0,,,,,,,2.02,,,,,
IR-E-C-17958,GMR Institute of Technology,,,,,,188.0,,,,,,,,,34.71,,,,,,,,,57.15,,,,,,,,,15.27,,,,,,,,,42.91,,,,,,,,,41.85,,,,,,,,,2.12,,,,,,,10.31,,,,,,,24.53,,,,,,,14.07,,,,,,,8.25,,,,,,,4.29,,,,,,,6.47,,,,,,,4.0,,,,,,,0.52,,,,,,,18.35,,,,,,,14.37,,,,,,,10.2,,,,,,,0.0,,,,,,,1.87,,,,,,,15.23,,,,,,,4.75,,,,,,,20.0,,,,,,,2.42,,,
IR-E-C-17962,Shri Vishnu Engineering College for Women,,,183.0,,,,,,,,,31.0,,,,,,,,,50.42,,,,,,,,,0.47,,,,,,,,,52.23,,,,,,,,,51.65,,,,,,,,,1.22,,,,,,,,9.98,,,,,,,25.59,,,,,,,9.35,,,,,,,5.5,,,,,,,0.1,,,,,,,0.1,,,,,,,0.0,,,,,,,0.27,,,,,,,27.17,,,,,,,13.2,,,,,,,11.86,,,,,,,0.0,,,,,,,0.62,,,,,,,30.0,,,,,,,1.03,,,,,,,20.0,,,,,,,1.22,,,,,
IR-E-C-18010,Velagapudi Ramakrishna Siddhartha Engineering College,,,171.0,156.0,178.0,141.0,,,,,,31.53,33.13,33.73,37.3,,,,,,52.92,55.02,54.41,57.86,,,,,,4.57,5.36,8.15,14.83,,,,,,46.21,47.11,46.79,49.24,,,,,,48.45,53.23,52.53,52.3,,,,,,2.02,2.69,3.56,4.14,,,,,13.5,13.5,13.5,,,,,23.24,23.47,26.01,,,,,10.27,11.54,12.85,,,,,5.91,5.9,5.5,,,,,1.34,3.76,4.83,,,,,1.67,3.02,4.69,,,,,1.0,1.0,5.0,,,,,0.56,0.36,0.3,,,,,19.76,21.44,24.28,,,,,15.0,14.7,14.81,,,,,11.44,10.65,10.15,,,,,0.0,0.0,0.0,,,,,0.12,0.31,0.16,,,,,26.51,27.7,27.47,,,,,1.81,4.52,4.67,,,,,20.0,20.0,20.0,,,,,2.02,3.56,4.14,,,
IR-E-C-18154,University College of Engingeering,,97,103.0,97.0,123.0,,,,,,36.1,35.75,37.77,36.72,,,,,,56.04,55.08,58.25,59.48,,,,,,5.7,4.2,10.41,4.18,,,,,,61.37,61.68,59.54,57.92,,,,,,53.06,55.55,50.97,56.26,,,,,,0.0,0.82,1.63,4.23,,,,,9.0,11.0,8.38,,,,,27.97,27.51,30.0,,,,,10.74,13.96,13.3,,,,,8.33,8.45,7.8,,,,,0.96,1.23,7.0,,,,,1.92,1.1,2.0,,,,,0.0,0.0,0.0,,,,,2.83,1.45,0.47,,,,,33.66,34.66,30.88,,,,,15.0,13.88,15.0,,,,,12.18,15.08,10.98,,,,,0.52,1.82,1.06,,,,,0.29,3.43,3.72,,,,,27.93,25.87,26.86,,,,,4.84,2.94,5.67,,,,,20.0,18.0,20.0,,,,,0.0,1.63,4.23,,,,
IR-E-C-18254,Yeshwantrao Chavan College of Engineering,,,134.0,139.0,149.0,185.0,,,,,,33.58,34.07,35.28,34.88,,,,,,56.43,51.75,56.1,52.41,,,,,,9.61,8.58,7.1,8.76,,,,,,43.84,53.65,55.05,57.06,,,,,,50.01,52.42,52.36,50.73,,,,,,0.0,0.0,0.74,0.54,,,,,12.0,12.0,13.5,,,,,25.57,24.96,21.28,,,,,11.08,11.54,10.56,,,,,7.78,7.59,7.07,,,,,0.0,2.5,1.25,,,,,4.09,2.36,1.28,,,,,0.0,2.0,6.0,,,,,0.26,0.24,0.24,,,,,17.82,30.52,31.8,,,,,14.95,13.69,14.53,,,,,11.07,10.84,10.74,,,,,0.0,0.0,0.0,,,,,0.85,1.48,0.62,,,,,26.5,25.69,24.93,,,,,2.66,5.19,5.19,,,,,20.0,20.0,20.0,,,,,0.0,0.74,0.54,,,
IR-E-C-18817,"G. H. Raisoni College of Engineering, Nagpur",67.0,,111.0,139.0,130.0,163.0,,,,39.87,,35.19,34.07,36.46,36.12,,,,52.12,,52.08,46.65,52.49,57.48,,,,8.9,,8.99,9.68,8.85,10.43,,,,55.53,,59.86,61.0,60.93,48.65,,,,69.84,,48.22,49.25,48.69,54.56,,,,34.72,,0.82,0.55,9.87,5.6,,,,,9.95,10.05,10.36,,,,,24.73,24.47,27.67,,,,,9.92,10.68,12.85,,,,,7.47,7.29,6.6,,,,,3.54,2.53,2.26,,,,,2.15,2.09,1.94,,,,,3.0,4.0,6.0,,,,,0.3,0.24,0.23,,,,,33.72,35.81,23.97,,,,,15.0,15.0,15.0,,,,,11.14,10.12,9.68,,,,,0.0,0.0,0.0,,,,,2.34,2.33,4.08,,,,,23.54,23.39,25.56,,,,,2.35,42.96,4.93,,,,,20.0,20.0,20.0,,,,,0.82,9.87,5.6,,,
IR-E-C-18886,Shri Ramdeobaba College of Engineering and Management,64.0,,112.0,113.0,119.0,146.0,,,,40.36,,35.02,36.62,37.22,37.02,,,,64.46,,61.36,60.35,59.71,56.99,,,,2.11,,2.75,5.29,7.98,9.32,,,,56.14,,54.7,56.88,57.72,57.59,,,,70.19,,48.52,51.33,50.85,50.9,,,,21.36,,0.0,4.22,2.87,5.12,,,,,10.5,10.5,10.5,,,,,28.05,27.47,25.95,,,,,13.85,13.39,12.74,,,,,8.96,8.35,7.8,,,,,1.37,3.57,4.05,,,,,1.14,2.34,2.71,,,,,0.0,2.0,2.5,,,,,0.23,0.07,0.05,,,,,28.48,31.8,31.7,,,,,15.0,15.0,15.0,,,,,11.23,10.93,10.82,,,,,0.0,0.0,0.08,,,,,2.0,4.75,4.8,,,,,26.09,25.32,25.2,,,,,0.43,0.79,0.89,,,,,20.0,20.0,20.0,,,,,0.0,2.87,5.12,,,
IR-E-C-19534,Goka Raju Ranga Raju Institute of Engineering & Technology,,,179.0,172.0,165.0,148.0,,,,,,31.19,32.24,34.36,36.79,,,,,,50.85,53.11,55.87,54.04,,,,,,1.98,2.72,5.71,12.6,,,,,,51.5,52.44,52.63,57.1,,,,,,49.28,48.87,49.43,50.18,,,,,,1.22,1.1,4.23,3.65,,,,,13.5,13.5,13.5,,,,,22.9,24.87,23.38,,,,,8.84,11.06,10.86,,,,,5.6,6.45,6.29,,,,,0.59,2.59,4.29,,,,,1.2,2.92,5.17,,,,,0.0,0.0,3.0,,,,,0.18,0.21,0.13,,,,,26.17,28.14,32.27,,,,,13.73,14.34,14.68,,,,,11.6,10.15,10.15,,,,,0.0,0.0,0.0,,,,,1.96,0.97,1.16,,,,,25.03,25.15,25.06,,,,,2.3,3.32,3.96,,,,,20.0,20.0,20.0,,,,,1.22,4.23,3.65,,,
IR-E-C-19569,Padmasri Dr. B.V. Raju Institute of Technology,,,168.0,,,,,,,,,31.59,,,,,,,,,55.09,,,,,,,,,0.81,,,,,,,,,48.8,,,,,,,,,50.56,,,,,,,,,0.0,,,,,,,,11.35,,,,,,,27.54,,,,,,,9.86,,,,,,,0.0,,,,,,,0.18,,,,,,,0.24,,,,,,,0.0,,,,,,,0.4,,,,,,,23.41,,,,,,,14.32,,,,,,,11.07,,,,,,,0.0,,,,,,,5.86,,,,,,,24.7,,,,,,,0.0,,,,,,,20.0,,,,,,,0.0,,,,,
IR-E-C-19582,Vidya Jyothi Institute of Technology,,,,,,200.0,,,,,,,,,33.7,,,,,,,,,57.93,,,,,,,,,2.81,,,,,,,,,46.59,,,,,,,,,55.46,,,,,,,,,6.07,,,,,,,10.82,,,,,,,29.96,,,,,,,11.98,,,,,,,5.17,,,,,,,0.38,,,,,,,39.0,,,,,,,2.0,,,,,,,0.04,,,,,,,24.04,,,,,,,13.33,,,,,,,9.21,,,,,,,0.0,,,,,,,4.94,,,,,,,27.71,,,,,,,2.81,,,,,,,20.0,,,,,,,6.07,,,
IR-E-C-19607,CVR College of Engineering,,,132.0,141.0,155.0,170.0,,,,,,33.65,33.87,35.0,35.51,,,,,,56.59,57.68,58.79,61.18,,,,,,0.62,1.21,3.48,4.72,,,,,,56.32,54.84,54.75,50.85,,,,,,51.43,51.32,52.16,53.99,,,,,,0.82,1.1,1.46,1.6,,,,,13.27,13.12,13.25,,,,,26.82,27.99,29.27,,,,,11.09,12.19,12.66,,,,,5.4,6.09,6.01,,,,,0.25,0.92,1.17,,,,,0.27,1.45,2.42,,,,,0.0,1.0,1.0,,,,,10.0,0.12,0.13,,,,,29.84,28.8,25.06,,,,,15.0,15.0,15.0,,,,,11.48,10.95,10.79,,,,,0.0,0.0,0.0,,,,,5.66,5.67,5.78,,,,,24.44,24.29,25.48,,,,,1.34,2.21,2.73,,,,,20.0,20.0,20.0,,,,,0.82,1.46,1.6,,,
IR-E-C-19650,Vardhaman College of Engineering,,,152.0,143.0,141.0,162.0,,,,,,32.21,33.75,35.87,36.15,,,,,,53.89,57.23,53.07,51.89,,,,,,2.85,4.18,8.0,9.32,,,,,,51.95,52.41,55.81,54.59,,,,,,47.85,48.49,48.64,48.0,,,,,,0.0,0.0,15.35,20.62,,,,,10.5,10.5,10.5,,,,,25.32,24.83,24.14,,,,,10.86,12.14,11.66,,,,,7.21,5.6,5.59,,,,,1.0,2.81,2.45,,,,,1.5,2.98,2.64,,,,,0.0,2.0,4.0,,,,,0.35,0.2,0.24,,,,,26.73,30.66,29.53,,,,,14.12,14.89,14.56,,,,,11.11,10.26,10.5,,,,,0.0,0.0,0.0,,,,,1.4,1.61,1.14,,,,,24.65,24.81,244.92,,,,,1.81,2.22,2.36,,,,,20.0,20.0,20.0,,,,,0.0,15.35,20.62,,,
IR-E-C-19667,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,,,109.0,127.0,135.0,113.0,,,,,,35.28,34.99,36.06,39.04,,,,,,62.34,62.78,61.89,59.74,,,,,,4.63,6.38,6.83,14.47,,,,,,50.49,44.97,50.96,53.54,,,,,,50.07,50.33,47.63,50.56,,,,,,0.82,2.16,4.9,10.11,,,,,13.5,13.5,13.5,,,,,28.74,27.84,26.97,,,,,12.3,13.25,12.89,,,,,7.8,7.3,6.38,,,,,1.81,2.59,3.14,,,,,2.42,3.86,4.99,,,,,0.0,0.0,6.0,,,,,0.4,0.38,0.34,,,,,25.41,26.03,28.75,,,,,13.89,14.44,14.69,,,,,11.19,10.49,10.09,,,,,0.0,0.0,0.0,,,,,1.77,1.34,1.72,,,,,25.48,26.29,26.11,,,,,2.81,0.0,2.73,,,,,20.0,20.0,20.0,,,,,0.82,4.9,10.11,,,
IR-E-C-19706,Institute of Aeronautical Engineering,,,139.0,170.0,159.0,,,,,,,33.24,32.26,34.61,,,,,,,53.43,50.61,50.17,,,,,,,2.98,7.28,14.51,,,,,,,53.67,45.04,49.88,,,,,,,53.39,54.16,49.39,,,,,,,2.41,4.72,2.87,,,,,,12.0,11.98,,,,,,27.29,22.56,,,,,,9.96,9.99,,,,,,4.18,5.64,,,,,,1.01,3.43,,,,,,1.46,3.51,,,,,,0.0,7.0,,,,,,0.52,0.58,,,,,,26.22,26.03,,,,,,14.16,14.2,,,,,,13.29,9.65,,,,,,0.0,0.0,,,,,,7.32,2.31,,,,,,24.32,24.52,,,,,,3.76,2.56,,,,,,18.0,20.0,,,,,,2.41,2.87,,,,
IR-E-C-19747,Anurag University,,,169.0,180.0,146.0,140.0,,,,,,31.58,31.74,35.55,37.33,,,,,,53.15,56.55,55.78,61.17,,,,,,0.88,1.44,2.62,4.04,,,,,,52.64,43.97,52.86,53.57,,,,,,48.14,54.98,60.28,60.93,,,,,,0.41,0.55,14.31,9.68,,,,,12.98,13.5,13.5,,,,,25.31,25.17,28.85,,,,,9.0,10.64,12.43,,,,,5.85,6.47,6.39,,,,,0.32,1.19,1.3,,,,,0.44,1.33,1.64,,,,,0.0,0.0,1.0,,,,,0.11,0.1,0.1,,,,,26.49,27.81,28.74,,,,,14.29,15.0,15.0,,,,,11.86,10.06,9.83,,,,,0.0,0.0,0.0,,,,,2.65,7.19,7.46,,,,,24.08,29.08,29.48,,,,,1.41,4.01,3.99,,,,,20.0,20.0,20.0,,,,,0.41,14.31,9.68,,,
IR-E-C-19754,SR University,,,,160.0,134.0,91.0,98.0,98.0,91.0,,,,32.95,36.11,40.69,42.09,44.29,47.16,,,,62.29,62.51,65.51,65.32,71.12,73.64,,,,1.91,6.49,13.28,15.79,16.67,21.78,,,,31.2,41.74,47.9,51.98,53.31,55.79,,,,62.13,62.54,62.23,62.66,63.59,64.97,,,,12.38,8.07,12.59,10.79,9.34,8.76,,,10.4,10.86,10.93,13.97,16.5,,,30.0,30.0,30.0,30.0,30.0,,,15.19,17.34,17.52,18.07,18.28,,,6.92,7.32,6.87,9.08,8.87,,,1.82,4.46,4.86,5.91,8.57,,,3.5,5.69,7.9,8.25,10.16,,,1.0,3.0,3.0,2.5,3.0,,,0.18,0.13,0.04,0.02,0.06,,,17.47,22.96,26.78,29.07,30.48,,,14.19,15.0,15.0,15.0,15.0,,,10.08,9.94,9.82,8.63,9.61,,,0.0,0.0,0.38,0.6,0.7,,,7.01,6.64,6.63,7.21,8.1,,,29.4,29.51,29.67,29.78,29.86,,,6.13,6.08,6.36,6.6,7.0,,,20.0,20.0,20.0,20.0,20.0,,,8.07,12.59,10.79,9.34,8.76
IR-E-C-24004,AU College of Engineering (A),,,59.0,69.0,74.0,77.0,94.0,90.0,88.0,,,41.72,41.36,41.92,42.76,42.32,45.6,47.37,,,65.78,65.32,64.45,61.41,59.16,70.81,76.16,,,7.41,10.04,9.77,11.74,12.98,12.34,13.15,,,67.66,63.72,69.23,72.13,72.07,65.9,61.81,,,55.88,54.35,53.92,56.02,56.81,68.52,78.27,,,6.51,5.69,4.23,7.91,5.92,6.33,3.79,,12.0,11.0,12.5,12.5,11.49,11.5,,25.11,23.93,21.89,20.56,26.36,30.0,,15.92,15.04,12.26,11.69,13.53,14.82,,12.76,15.07,14.76,14.42,19.43,19.84,,2.92,4.37,4.43,4.13,4.18,4.04,,2.58,3.76,4.3,4.52,5.57,5.88,,0.0,0.0,1.5,3.0,1.0,1.5,,1.9,1.65,1.51,1.33,1.58,1.73,,35.88,37.1,38.72,38.72,30.79,26.24,,15.0,15.0,15.0,15.0,15.0,15.0,,11.8,11.07,11.15,11.16,11.39,11.49,,4.98,6.06,7.26,7.19,8.71,9.08,,3.4,1.3,2.34,2.51,10.74,16.82,,28.0,28.37,28.97,28.1,30.0,30.0,,4.49,4.25,4.71,6.19,7.77,11.46,,20.0,20.0,20.0,20.0,20.0,20.0,,6.51,4.23,7.91,5.92,6.33,3.79
IR-E-C-24163,Sagi Ramakrishnam Raju Engineering College,81.0,85,189.0,,,,,,,37.88,36.89,30.61,,,,,,,58.45,61.09,53.78,,,,,,,0.83,1.68,0.73,,,,,,,56.33,58.2,54.27,,,,,,,71.44,62.1,32.5,,,,,,,16.85,2.09,1.63,,,,,,,13.48,13.5,,,,,,28.44,24.1,,,,,,11.36,10.48,,,,,,7.82,5.7,,,,,,0.06,0.11,,,,,,0.64,0.26,,,,,,0.5,0.0,,,,,,0.48,0.37,,,,,,28.93,26.28,,,,,,15.0,15.0,,,,,,14.27,12.99,,,,,,0.0,0.0,,,,,,8.21,0.48,,,,,,27.27,0.37,,,,,,6.62,0.0,,,,,,20.0,9.0,,,,,,2.09,1.63,,,,,
IR-E-C-25622,Chaitanya Bharathi Institute of Technology,90.0,,100.0,124.0,133.0,166.0,,,,36.93,,35.86,35.32,36.32,35.84,,,,58.85,,61.07,57.82,60.36,57.49,,,,1.35,,2.16,2.01,2.21,3.07,,,,57.79,,56.8,57.52,56.74,56.9,,,,65.58,,51.01,50.22,51.57,51.94,,,,7.45,,4.33,8.5,10.45,10.95,,,,,12.0,12.0,12.0,,,,,28.2,26.67,25.05,,,,,12.51,12.63,11.91,,,,,8.36,9.06,8.54,,,,,0.79,1.1,1.44,,,,,0.66,1.01,1.55,,,,,0.0,0.0,0.0,,,,,0.72,0.1,0.08,,,,,30.33,30.62,30.69,,,,,15.0,15.0,15.0,,,,,11.47,11.13,11.2,,,,,0.0,0.0,0.0,,,,,0.7,2.23,2.68,,,,,26.1,26.5,25.61,,,,,0.9421,2.85,3.65,,,,,20.0,20.0,20.0,,,,,4.33,10.45,10.95,,,
IR-E-C-26162,Vasavi College of Engineering,,,170.0,187.0,,,,,,,,31.56,31.46,,,,,,,,50.53,48.8,,,,,,,,0.7,0.75,,,,,,,,57.17,56.58,,,,,,,,47.64,50.47,,,,,,,,0.0,2.16,,,,,,,9.0,,,,,,,23.0,,,,,,,10.06,,,,,,,8.47,,,,,,,0.36,,,,,,,0.29,,,,,,,0.0,,,,,,,0.06,,,,,,,30.5,,,,,,,15.0,,,,,,,11.67,,,,,,,0.0,,,,,,,0.23,,,,,,,26.44,,,,,,,2.98,,,,,,,18.0,,,,,,,0.0,,,,,
IR-E-C-26783,PSNA College of Engineering and Technology,78.0,,150.0,,,,,,,38.27,,32.26,,,,,,,56.27,,53.46,,,,,,,7.1,,3.77,,,,,,,57.06,,51.11,,,,,,,65.64,,47.47,,,,,,,12.9,,1.22,,,,,,,,13.26,,,,,,,24.08,,,,,,,10.53,,,,,,,5.6,,,,,,,1.6,,,,,,,1.96,,,,,,,0.0,,,,,,,0.22,,,,,,,27.68,,,,,,,13.72,,,,,,,9.7,,,,,,,0.0,,,,,,,0.34,,,,,,,26.18,,,,,,,0.96,,,,,,,20.0,,,,,,,1.22,,,,,
IR-E-C-26794,Thiagarajar College of Engineering,37.0,39,56.0,64.0,71.0,85.0,,,,47.01,46.66,43.38,43.11,42.58,41.1,,,,66.01,62.34,61.68,59.67,56.11,51.93,,,,26.76,26.64,18.98,18.32,18.65,19.32,,,,57.78,59.11,56.74,59.11,60.91,59.66,,,,59.0,46.6,49.23,51.54,50.99,48.59,,,,17.18,34.91,29.2,27.44,28.83,29.29,,,,12.5,12.5,41.5,11.5,,,,26.23,27.18,23.82,21.07,,,,14.62,13.79,12.62,11.63,,,,8.99,8.22,8.17,7.74,,,,0.0,8.73,7.27,6.78,,,,11.54,8.6,0.71,9.24,,,,2.5,0.0,1.0,2.0,,,,1.42,1.65,1.66,1.3,,,,29.17,28.18,32.39,30.66,,,,15.0,15.0,15.0,15.0,,,,12.93,11.99,10.84,10.63,,,,2.0,7.0,2.68,3.37,,,,0.26,0.23,0.49,0.49,,,,27.58,27.67,26.6,25.66,,,,4.75,1.33,3.9,2.44,,,,14.0,20.0,20.0,20.0,,,,34.91,29.2,28.83,29.29,,,
IR-E-C-26905,G.Pulla Reddy Engineering College,,,177.0,190.0,,,,,,,,31.26,31.35,,,,,,,,54.19,53.11,,,,,,,,0.6,1.15,,,,,,,,47.37,48.27,,,,,,,,52.32,51.6,,,,,,,,1.22,2.69,,,,,,,10.5,,,,,,,26.69,,,,,,,11.38,,,,,,,5.61,,,,,,,0.27,,,,,,,0.15,,,,,,,0.0,,,,,,,0.18,,,,,,,21.32,,,,,,,15.0,,,,,,,11.05,,,,,,,0.0,,,,,,,1.13,,,,,,,26.56,,,,,,,4.64,,,,,,,20.0,,,,,,,1.22,,,,,
